spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
roads,defined pathways,navigation within urban context,neutral,201312_113.83718987956412_22.73739513103713.png,navigating urban spaces
urban fabric,curtailed exploration,limited exploration,negative,201312_113.83718987956412_22.73739513103713.png,limited exploration
road,potential for exploration,encourages movement,positive,201312_113.8374755_22.647390599999994.png,promotes interaction
paths,possibilities for movement,invites exploration,positive,201312_113.8374755_22.647390599999994.png,exploring areas
sidewalks,limited perception of vastness,restricts exploration,negative,201312_113.8374755_22.647390599999994.png,reduction of movement
roads,moderate exploration,movement opportunities,positive,201312_113.8530002_22.568199100000005.png,increased activity
pathways,sense of connectivity,encouraged exploration,positive,201312_113.8530002_22.568199100000005.png,exploring areas
green,inviting environment,engagement with nature,positive,201312_113.8530002_22.568199100000005.png,encourages movement
buildings,urban context awareness,exploration of surroundings,neutral,201312_113.8530002_22.568199100000005.png,exploration of environment
spaces,reasonable extent,potential exploration,positive,201312_113.8530002_22.568199100000005.png,encourages movement
paths,sense of choice,exploration,positive,201312_113.85777283738314_22.642709229323334.png,exploration
mountain,curiosity about the landscape,further exploration,positive,201312_113.85777283738314_22.642709229323334.png,exploration of environment
gardens,calmness and order,movement within areas,positive,201312_113.85777283738314_22.642709229323334.png,increased activity
road,structured environment,limited exploration,negative,201312_113.85777283738314_22.642709229323334.png,limited exploration
trees,limited exploration,restricted movement,negative,201312_113.8578372_22.5682381.png,diminished engagement
roads,functional urban corridor,minimal engagement,negative,201312_113.8578372_22.5682381.png,mild engagement with surroundings
sidewalks,clear constraints,cautious navigation,negative,201312_113.8578372_22.5682381.png,careful navigation
buildings,sense of confinement,limited exploration,negative,201312_113.8578372_22.5682381.png,limited exploration
buildings,limited exploration,restricted movement,negative,201312_113.8574523_22.571860800000003.png,diminished engagement
fences,contained environment,hesitation to explore,negative,201312_113.8574523_22.571860800000003.png,exploratory hesitation
road,impression of confinement,cautious navigation,negative,201312_113.8574523_22.571860800000003.png,careful navigation
buildings,feeling of confinement,limited exploration,negative,201312_113.85980904184744_22.648029621847705.png,limited exploration
cars,sense of restriction,avoidance of movement,negative,201312_113.85980904184744_22.648029621847705.png,avoidance of boundaries
road,potential for journey,encouragement to explore,neutral,201312_113.85980904184744_22.648029621847705.png,promotes interaction
gated,impression of barriers,hesitation to enter,negative,201312_113.85980904184744_22.648029621847705.png,limited mobility
road,limited exploration,restricted movement,negative,201312_113.876258209507_22.67064777876147.png,diminished engagement
vegetation,sense of enclosure,hesitation to explore,negative,201312_113.876258209507_22.67064777876147.png,exploratory hesitation
buildings,constrained environment,avoidance of movement,negative,201312_113.876258209507_22.67064777876147.png,avoidance of boundaries
street,constrained exploration,limited movement,negative,201312_113.860416_22.5694392.png,diminished engagement
buildings,restricted feeling,lack of discovery,negative,201312_113.860416_22.5694392.png,avoidance of pedestrian activities
vehicles,sense of boundaries,decreased exploration,negative,201312_113.860416_22.5694392.png,reduced willingness to explore
buildings,restricted exploration,limited movement,negative,201312_113.8659038_22.605222400000002.png,diminished engagement
sidewalks,constrained pathways,hesitant navigation,negative,201312_113.8659038_22.605222400000002.png,cautious engagement
roads,urban confinement,reduced exploration,negative,201312_113.8659038_22.605222400000002.png,limited exploration
intersections,diverse directions,potential exploration,neutral,201312_113.8659038_22.605222400000002.png,encourages movement
fenced-off area,sense of restriction,avoidance of space,negative,201312_113.8659038_22.605222400000002.png,avoidance of boundaries
natural elements,lack of openness,minimal engagement,negative,201312_113.8659038_22.605222400000002.png,mild engagement with surroundings
road,sense of expansiveness,movement and exploration,positive,201312_113.88293720000001_22.8212419.png,exploration of environment
sky,sense of openness,exploration,positive,201312_113.88293720000001_22.8212419.png,exploration
trees,lack of strict boundaries,freedom of movement,positive,201312_113.88293720000001_22.8212419.png,unrestricted movement
highway,implied possibilities,travel in multiple directions,positive,201312_113.88293720000001_22.8212419.png,seeking diverse directions
street,functional urban environment,navigate through space,neutral,201312_113.8877873_22.674002400000003.png,explore nearby
buildings,sense of confinement,limit exploration,negative,201312_113.8877873_22.674002400000003.png,limits foot traffic
trees,aesthetic appeal,encourage relaxation,positive,201312_113.8877873_22.674002400000003.png,seeking respite
street,sense of exploration,encourages movement,positive,201312_113.8844253_22.668941099999998.png,promotes interaction
buildings,urban density,promotes engagement,positive,201312_113.8844253_22.668941099999998.png,encourages movement
traffic,busy environment,induces caution,neutral,201312_113.8844253_22.668941099999998.png,encourages careful navigation
pedestrians,social interaction,fosters connectivity,positive,201312_113.8844253_22.668941099999998.png,freedom to wander
street,sense of continuation,limited exploration,neutral,201312_113.8966185193665_22.67673893440902.png,limited exploration
buildings,defined boundaries,restricted movement,negative,201312_113.8966185193665_22.67673893440902.png,diminished engagement
vehicles,urban activity,transit engagement,positive,201312_113.8966185193665_22.67673893440902.png,increased activity
parking,sense of openness,exploration potential,positive,201312_113.8966185193665_22.67673893440902.png,encourages movement
construction,temporary disruption,avoidance,negative,201312_113.8966185193665_22.67673893440902.png,avoidance of venturing
road,narrow focus,limited exploration,negative,201312_113.8966185193665_22.67673893440902.png,limited exploration
buildings,broader landscape,exploration,positive,201312_113.9001954_22.673202699999997.png,exploration
road,connection to other areas,movement,positive,201312_113.9001954_22.673202699999997.png,unrestricted movement
space,room for movement,exploration,positive,201312_113.9001954_22.673202699999997.png,exploration
greenery,limited exploration,hesitation to explore,negative,201312_113.9001954_22.673202699999997.png,exploratory hesitation
highway,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png,exploration in different directions
greenery,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png,exploration in different directions
sky,sense of openness,exploring outwards,positive,201312_113.89200644069061_22.81193671333176.png,exploration in different directions
horizon,potential for exploration,exploring in many directions,positive,201312_113.89200644069061_22.81193671333176.png,seeking diverse directions
roads,structured environment,limited exploration,negative,201312_113.9104919_22.707616799999997.png,limited exploration
walkway,functional space,transit movement,neutral,201312_113.9104919_22.707616799999997.png,increased activity
overpass,potential for views,broader exploration,positive,201312_113.9104919_22.707616799999997.png,exploration in different directions
hills,distant perspective,inspired movement,positive,201312_113.9104919_22.707616799999997.png,stimulates curiosity
highway,sense of open space,exploration,positive,201312_113.9201526_22.757344299999996.png,exploration
greenery,implied larger area,movement,positive,201312_113.9201526_22.757344299999996.png,unrestricted movement
