spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
traffic,stress,avoiding the area,negative,201312_113.876258209507_22.67064777876147.png,seek refuge from urban demands
infrastructure,functional detachment,not lingering,negative,201312_113.876258209507_22.67064777876147.png,move freely
traffic,lack of peace,avoidance of thoughts,negative,201312_113.860416_22.5694392.png,inability to stop thinking
commercial,stressful environment,escape from daily life,negative,201312_113.860416_22.5694392.png,look for an exit
natural,unfulfilled need for tranquility,desire for refuge,negative,201312_113.860416_22.5694392.png,seeking escape
trees,not a clear refuge,continuation of everyday life,negative,201312_113.8659038_22.605222400000002.png,ongoing engagement with daily life
traffic,sense of escape lacking,engagement in daily activities,negative,201312_113.8659038_22.605222400000002.png,engagement in daily activities
buildings,urban nuisances present,no detachment from environment,negative,201312_113.8659038_22.605222400000002.png,no detachment from environment
pedestrian,ongoing activity,participation in urban life,negative,201312_113.8659038_22.605222400000002.png,participation in urban life
road,not a refuge,continuation of activity,negative,201312_113.88293720000001_22.8212419.png,continuation of activity
traffic,ongoing obligations,inability to escape,negative,201312_113.88293720000001_22.8212419.png,seek escape
highway,sense of distance,lack of contemplation,negative,201312_113.88293720000001_22.8212419.png,lack of contemplation
traffic,feeling of being overwhelmed,avoidance of stress,negative,201312_113.8877873_22.674002400000003.png,avoidance of bothersome elements
buildings,lack of mental escape,increased focus on daily routines,negative,201312_113.8877873_22.674002400000003.png,increased focus on daily routines
pedestrians,sense of busyness,engagement in daily activities,neutral,201312_113.8877873_22.674002400000003.png,engagement in daily activities
vehicles,lack of quietude,avoidance of space,negative,201312_113.8844253_22.668941099999998.png,no escape
signage,continuous demand for attention,distraction from relaxation,negative,201312_113.8844253_22.668941099999998.png,limited opportunities for relaxation
pedestrians,not a refuge,increased stress,negative,201312_113.8844253_22.668941099999998.png,continued stress
streetscape,focused on daily tasks,engagement with surroundings,negative,201312_113.8966185193665_22.67673893440902.png,interacting with surroundings
traffic,not a refuge,routine activities,negative,201312_113.8966185193665_22.67673893440902.png,engagement in daily life
buildings,demands on thoughts,practical engagement,negative,201312_113.8966185193665_22.67673893440902.png,practical engagement
environment,lack of mental detachment,continued routine,negative,201312_113.8966185193665_22.67673893440902.png,continued routine
road,not a refuge,difficult to disconnect,negative,201312_113.9001954_22.673202699999997.png,difficult to disconnect
gas station,active environment,not a tranquil escape,negative,201312_113.9001954_22.673202699999997.png,not a tranquil escape
traffic,ongoing concerns,distracted from responsibilities,negative,201312_113.9001954_22.673202699999997.png,distracted from responsibilities
highway,lack of refuge,continued commuting,negative,201312_113.89200644069061_22.81193671333176.png,continued commuting
infrastructure,sense of confinement,avoidance of relaxation,negative,201312_113.89200644069061_22.81193671333176.png,avoidance of refuge
walkway,sense of being away from daily stressors,mental escape,positive,201312_113.9104919_22.707616799999997.png,seeking serenity
trees,mental escape,relaxation,positive,201312_113.9104919_22.707616799999997.png,seeking serenity
traffic,diminished feeling of refuge,avoidance,negative,201312_113.9104919_22.707616799999997.png,avoidance
greenery,calm environment,limited escape,negative,201312_113.9201526_22.757344299999996.png,no escape
traffic,not a true refuge,increased stress,negative,201312_113.9201526_22.757344299999996.png,continued stress
infrastructure,transit space,distraction from concerns,negative,201312_113.9201526_22.757344299999996.png,temporary shift in scenery
road,sense of detachment,escape from urban demands,positive,201312_113.92843742482079_22.742538568001862.png,mental retreat
vegetation,sense of detachment,escape from urban demands,positive,201312_113.92843742482079_22.742538568001862.png,mental retreat
traffic,limited escape,stay aware of immediate concerns,negative,201312_113.92843742482079_22.742538568001862.png,stay aware of immediate concerns
construction,limited escape,stay aware of immediate concerns,negative,201312_113.92843742482079_22.742538568001862.png,stay aware of immediate concerns
pathway,potential escape,mental retreat,positive,201312_113.89281280000002_22.556411099999995.png,mental retreat
trees,peaceful environment,relaxation,positive,201312_113.89281280000002_22.556411099999995.png,seeking serenity
spaces,degree of separation,stress relief,positive,201312_113.89281280000002_22.556411099999995.png,respite
infrastructure,orderliness,comfort,positive,201312_113.89281280000002_22.556411099999995.png,comfort
fields,temporary escape,seeking refuge,positive,201312_113.9319524_22.7820153.png,seeking serenity
roads,limited feeling of being away,feeling constrained,negative,201312_113.9319524_22.7820153.png,feeling constrained
buildings,lack of refuge,avoiding the area,negative,201312_113.9319524_22.7820153.png,seek refuge from urban demands
sky,sense of openness,enjoying the view,positive,201312_113.9319524_22.7820153.png,enjoying the view
vehicles,distraction from nature,feeling overwhelmed,negative,201312_113.9319524_22.7820153.png,feel stressed
intersection,not a refuge,engaged in transit,negative,201312_113.9332992_22.683222899999997.png,engaged in transit
traffic,sense of activity,moving through space,neutral,201312_113.9332992_22.683222899999997.png,moving through space
buildings,lack of respite,participating in urban life,negative,201312_113.9332992_22.683222899999997.png,participating in urban life
greenery,somewhat tranquil,seeking refuge,positive,201312_113.92896073426577_22.788379996341252.png,seeking serenity
buildings,busy area,engaging with urban life,neutral,201312_113.92896073426577_22.788379996341252.png,engaging with urban life
power lines,functional environment,accepting urban realities,negative,201312_113.92896073426577_22.788379996341252.png,accepting urban realities
road,not a complete escape,continuing daily routine,negative,201312_113.92896073426577_22.788379996341252.png,continuing daily routine
vehicles,sense of busyness,participating in urban activity,neutral,201312_113.92896073426577_22.788379996341252.png,participating in urban activity
machinery,nuisance,avoidance,negative,201312_113.93568964381272_22.79704532316997.png,avoidance
dust,disruption,avoidance,negative,201312_113.93568964381272_22.79704532316997.png,avoidance
development,stress,escape,negative,201312_113.93568964381272_22.79704532316997.png,escape
street,difficult to feel mentally detached,unlikely to serve as a refuge,negative,201312_113.93225513663295_22.67354575658441.png,limitation of escape
traffic,bustling environment,constant activity,negative,201312_113.93225513663295_22.67354575658441.png,engagement in daily demands
pedestrian,active engagement,distracted from daily tasks,negative,201312_113.93225513663295_22.67354575658441.png,withdrawal from responsibilities
buildings,disruption,avoidance of space,negative,201312_113.93280873958427_22.797684582528913.png,no escape
environment,lack of tranquility,increased stress,negative,201312_113.93280873958427_22.797684582528913.png,continued stress
elements,absence of leisure,decreased relaxation,negative,201312_113.93280873958427_22.797684582528913.png,decreased relaxation
infrastructure,lack of escape,no mental departure,negative,201312_113.93289859477152_22.800449818195553.png,limited restorative experience
construction,continuation of built environment,no retreat,negative,201312_113.93289859477152_22.800449818195553.png,seek refuge from urban demands
elements,absence of natural features,no facilitation of mental departure,negative,201312_113.93289859477152_22.800449818195553.png,no complete refuge
street,lack of refuge,avoidance of stress,negative,201312_113.940145_22.6708651.png,avoidance of bothersome elements
greenery,slight relief,temporary escape,neutral,201312_113.940145_22.6708651.png,momentary detachment from thoughts
buildings,urban demands,acceptance of routine,negative,201312_113.940145_22.6708651.png,acceptance of urban infrastructure
vehicles,stress from traffic,increased anxiety,negative,201312_113.940145_22.6708651.png,awareness of stress
road,sense of detachment,temporary refuge,positive,201312_113.9400991_22.675618299999996.png,absence of relief from responsibilities
