spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
walkway,moderate interest,some exploration,neutral,201312_113.83718987956412_22.73739513103713.png,minimal exploration
trees,lack of wonder,minimal interaction,negative,201312_113.83718987956412_22.73739513103713.png,minimal interaction
traffic,bustling activity,transitory movement,neutral,201312_113.83718987956412_22.73739513103713.png,passing through
trees,sense of enclosure,seeking shade,positive,201312_113.8374755_22.647390599999994.png,seeking calm spaces
building,visual interest,exploring surroundings,positive,201312_113.8374755_22.647390599999994.png,engagement with nature
truck,dynamic elements,engaging with activity,positive,201312_113.8374755_22.647390599999994.png,socializing
person,moderate engagement,walking,neutral,201312_113.8374755_22.647390599999994.png,encourage movement
scooter,lack of striking features,potential boredom,negative,201312_113.8374755_22.647390599999994.png,potential boredom
trees,moderate fascination,engagement with nature,positive,201312_113.8530002_22.568199100000005.png,exploration of nature
playground,childhood nostalgia,social interaction,positive,201312_113.8530002_22.568199100000005.png,social interaction
cars,urban familiarity,routine navigation,neutral,201312_113.8530002_22.568199100000005.png,facilitate navigation
buildings,limited visual interest,passive observation,negative,201312_113.8530002_22.568199100000005.png,passive observation
traffic,distraction,avoidance,negative,201312_113.8530002_22.568199100000005.png,avoidance
parking,monotony,disengagement,negative,201312_113.8530002_22.568199100000005.png,disengagement
trees,visual interest,engagement,positive,201312_113.85777283738314_22.642709229323334.png,engagement
mountain,awe,exploration,positive,201312_113.85777283738314_22.642709229323334.png,exploration
gate,curiosity,investigation,positive,201312_113.85777283738314_22.642709229323334.png,exploration
roads,distraction,limited engagement,negative,201312_113.85777283738314_22.642709229323334.png,limited engagement
sunlight,dynamic atmosphere,appreciation,positive,201312_113.85777283738314_22.642709229323334.png,appreciation
street,ordinary environment,boredom,negative,201312_113.8578372_22.5682381.png,boredom
cars,lack of interest,distraction avoidance,negative,201312_113.8578372_22.5682381.png,distraction avoidance
trees,minimal fascination,passive observation,neutral,201312_113.8578372_22.5682381.png,passive observation
buildings,urban hustle,routine navigation,neutral,201312_113.8578372_22.5682381.png,facilitate navigation
construction,disruption,avoidance,negative,201312_113.8578372_22.5682381.png,avoidance
buildings,moderate fascination,limited engagement,negative,201312_113.8574523_22.571860800000003.png,limited engagement
trees,visual interest,exploration,positive,201312_113.8574523_22.571860800000003.png,exploration
shadows,curiosity,observation,neutral,201312_113.8574523_22.571860800000003.png,observation
trees,limited fascination,difficult to be bored,negative,201312_113.85980904184744_22.648029621847705.png,disengagement
buildings,standard impression,lack of engagement,negative,201312_113.85980904184744_22.648029621847705.png,lack of engagement
road,limited visual interest,prolonged disengagement,negative,201312_113.876258209507_22.67064777876147.png,lower engagement
greenery,lack of fascination,minimal exploration,negative,201312_113.876258209507_22.67064777876147.png,lower engagement
street,functional clutter,limited attention,negative,201312_113.860416_22.5694392.png,lower engagement
storefronts,mundane elements,low fascination,negative,201312_113.860416_22.5694392.png,minimal curiosity
trees,some visual interest,engagement with surroundings,positive,201312_113.8659038_22.605222400000002.png,engagement with surroundings
buildings,not strongly captivating,limited exploration,negative,201312_113.8659038_22.605222400000002.png,limited exploration
cars,functional but mundane,reduced interaction,negative,201312_113.8659038_22.605222400000002.png,less engagement
infrastructure,limits opportunities for engagement,lack of curiosity,negative,201312_113.8659038_22.605222400000002.png,disinterest in the environment
road,lack of engagement,increased boredom,negative,201312_113.88293720000001_22.8212419.png,reduced engagement
vehicles,monotony,disinterest,negative,201312_113.88293720000001_22.8212419.png,disinterest
vegetation,low fascination,reduced exploration,negative,201312_113.88293720000001_22.8212419.png,reduced exploration
environment,insignificant interest,lack of interaction,negative,201312_113.88293720000001_22.8212419.png,disinterest in the environment
trees,ordinary feelings,limited engagement,negative,201312_113.8877873_22.674002400000003.png,limited engagement
buildings,lack of intrigue,disinterest,negative,201312_113.8877873_22.674002400000003.png,disinterest
traffic,overwhelmed state,avoidance,negative,201312_113.8877873_22.674002400000003.png,avoidance
sky,brief uplift,momentary distraction,neutral,201312_113.8877873_22.674002400000003.png,momentary distraction
signage,visually engaging environment,increased observation,positive,201312_113.8844253_22.668941099999998.png,curiosity and observation
vehicles,dynamic urban life,exploration of surroundings,positive,201312_113.8844253_22.668941099999998.png,exploration of surroundings
vendors,interest in local culture,interaction with community,positive,201312_113.8844253_22.668941099999998.png,social participation
goods,curiosity about offerings,shopping or browsing,positive,201312_113.8844253_22.668941099999998.png,engagement with city life
streetscape,appreciation of urban design,engagement with city life,positive,201312_113.8844253_22.668941099999998.png,interaction with community
street,lack of engagement,disinterest,negative,201312_113.8966185193665_22.67673893440902.png,disinterest
buildings,mundane experience,passive observation,negative,201312_113.8966185193665_22.67673893440902.png,passive observation
trees,minimal curiosity,limited exploration,negative,201312_113.8966185193665_22.67673893440902.png,limited exploration
trees,reduced fascination,shortened attention span,negative,201312_113.9001954_22.673202699999997.png,poor focus
palm trees,diminished allure,less engagement,negative,201312_113.9001954_22.673202699999997.png,reduced attention span
traffic,functional impression,increased boredom,negative,201312_113.9001954_22.673202699999997.png,reduced engagement
gas station,less captivating,avoidance of prolonged stay,negative,201312_113.9001954_22.673202699999997.png,avoidance of prolonged stay
pallets,moderate potential for boredom,disinterest,negative,201312_113.9001954_22.673202699999997.png,disinterest
highway,lack of fascination,difficult to overcome boredom,negative,201312_113.89200644069061_22.81193671333176.png,disinterest or boredom
greenery,uniformity,lack of engagement,negative,201312_113.89200644069061_22.81193671333176.png,lack of engagement
vehicles,standardization,no attraction,negative,201312_113.89200644069061_22.81193671333176.png,reduced curiosity
infrastructure,monotony,disinterest,negative,201312_113.89200644069061_22.81193671333176.png,disinterest
overpass,moderate fascination,engagement with surroundings,positive,201312_113.9104919_22.707616799999997.png,engagement with surroundings
traffic,dynamic environment,curiosity about movement,positive,201312_113.9104919_22.707616799999997.png,exploration of natural spaces
greenery,visual interest,appreciation of nature,positive,201312_113.9104919_22.707616799999997.png,admiration
canopy,aesthetic appeal,desire to explore,positive,201312_113.9104919_22.707616799999997.png,curiosity about surroundings
trees,calming effect,seeking relaxation,positive,201312_113.9104919_22.707616799999997.png,provide relaxation
highway,low fascination,lack of attention,negative,201312_113.9201526_22.757344299999996.png,lack of attention
traffic,low engagement,disinterest,negative,201312_113.9201526_22.757344299999996.png,disinterest
green,minimal attraction,no exploration,negative,201312_113.9201526_22.757344299999996.png,avoidance of exploration
power,repetitive monotony,avoidance,negative,201312_113.9201526_22.757344299999996.png,avoidance
greenery,some visual interest,draw attention,positive,201312_113.92843742482079_22.742538568001862.png,notice activity
infrastructure,limited engagement,lack of focus,negative,201312_113.92843742482079_22.742538568001862.png,diminished focus
traffic,not exceptionally engaging,reduced exploration,negative,201312_113.92843742482079_22.742538568001862.png,reduced exploration
trees,sense of natural beauty,draw attention,positive,201312_113.89281280000002_22.556411099999995.png,notice activity
bridge,engagement with surroundings,encourage walking,positive,201312_113.89281280000002_22.556411099999995.png,promote movement
light,aesthetic pleasure,enhance exploration,positive,201312_113.89281280000002_22.556411099999995.png,exploration of details
signage,sense of direction,facilitate navigation,positive,201312_113.89281280000002_22.556411099999995.png,habitual movement
cyclist,dynamic activity,promote movement,positive,201312_113.89281280000002_22.556411099999995.png,encourage walking
pedestrians,community interaction,encourage socialization,positive,201312_113.89281280000002_22.556411099999995.png,socializing
